SNO,text,category,priority
9801,There is a problem with Salesforce on the tablet. Error: FAIL-101. Please resolve soon.,Account,high
9802,"I am unable to access WiFi on my server, it shows error ERR-9999. Issue reported by user.",Network,high
9803,WiFi fails to load on my laptop showing ERR42. Kindly assist.,Software,low
9804,There is a problem with Email on the server. Error: NET-503. Kindly assist.,Network,critical
9805,There is a problem with Active Directory on the server. Error: FAIL-101.,Other,high
9806,I can't log into Teams from my router. It returns AUTH-007. Issue reported by user.,Account,medium
9807,"I am unable to access VPN on my server, it shows error 0x80070005.",Software,high
9808,Salesforce keeps crashing on my server. Code ERR42.,Other,high
9809,My router stopped working when I tried to use Database. Error displayed: TIMEOUT-22. Needs immediate attention.,Account,critical
9810,There is a problem with Teams on the router. Error: ERR-9999. Kindly assist.,Account,low
9811,There is a problem with Outlook on the desktop. Error: 0x80070005. Please resolve soon.,Account,high
9812,Outlook fails to load on my printer showing FAIL-101. Occurs intermittently.,Other,high
9813,My printer stopped working when I tried to use Teams. Error displayed: FAIL-101. Please resolve soon.,Account,high
9814,VPN fails to load on my server showing 0x80070005. Issue reported by user.,Other,high
9815,I can't log into Outlook from my desktop. It returns 0x80070005. Kindly assist.,Other,high
9816,There is a problem with Teams on the laptop. Error: ERR-9999. Kindly assist.,Hardware,medium
9817,There is a problem with VPN on the mobile. Error: 0x80070005.,Account,high
9818,Teams keeps crashing on my printer. Code FAIL-101. Issue reported by user.,Software,high
9819,There is a problem with Active Directory on the desktop. Error: ERR42. Please resolve soon.,Other,high
9820,Teams fails to load on my server showing 0x80070005. Issue reported by user.,Hardware,high
9821,Teams keeps crashing on my desktop. Code 0x80070005. Kindly assist.,Other,high
9822,My router stopped working when I tried to use VPN. Error displayed: AUTH-007. Occurs intermittently.,Hardware,medium
9823,Outlook keeps crashing on my router. Code ERR42. Needs immediate attention.,Account,medium
9824,Database keeps crashing on my desktop. Code AUTH-007. Occurs intermittently.,Account,medium
9825,I can't log into Outlook from my desktop. It returns ERR-9999. Occurs intermittently.,Software,high
9826,I can't log into Salesforce from my router. It returns ERR42. Occurs intermittently.,Network,critical
9827,Active Directory keeps crashing on my desktop. Code ERR42. Kindly assist.,Other,low
9828,Salesforce keeps crashing on my tablet. Code TIMEOUT-22.,Other,critical
9829,There is a problem with CRM Portal on the server. Error: 0xC004F012.,Other,high
9830,WiFi keeps crashing on my server. Code NET-503. Occurs intermittently.,Account,critical
9831,Active Directory keeps crashing on my desktop. Code ERR-9999. Please resolve soon.,Network,high
9832,VPN keeps crashing on my server. Code TIMEOUT-22.,Account,critical
9833,"I am unable to access CRM Portal on my printer, it shows error FAIL-101. Kindly assist.",Other,high
9834,There is a problem with Outlook on the printer. Error: ERR42. Needs immediate attention.,Software,low
9835,I can't log into Salesforce from my printer. It returns TIMEOUT-22. Please resolve soon.,Software,critical
9836,My server stopped working when I tried to use Database. Error displayed: TIMEOUT-22. Occurs intermittently.,Other,critical
9837,"I am unable to access Zoom on my printer, it shows error 0xC004F012.",Software,high
9838,"I am unable to access Zoom on my server, it shows error 0xC004F012.",Software,high
9839,There is a problem with Outlook on the tablet. Error: ERR-9999. Needs immediate attention.,Account,critical
9840,I can't log into WiFi from my tablet. It returns ERR-9999.,Hardware,critical
9841,VPN fails to load on my router showing 0x80070005. Issue reported by user.,Software,high
9842,CRM Portal keeps crashing on my tablet. Code AUTH-007.,Hardware,medium
9843,There is a problem with CRM Portal on the mobile. Error: TIMEOUT-22. Occurs intermittently.,Account,critical
9844,"I am unable to access VPN on my tablet, it shows error NET-503. Issue reported by user.",Account,critical
9845,Email keeps crashing on my printer. Code ERR-9999. Kindly assist.,Other,critical
9846,"I am unable to access Teams on my printer, it shows error ERR-9999. Needs immediate attention.",Network,critical
9847,My laptop stopped working when I tried to use Outlook. Error displayed: ERR42. Needs immediate attention.,Other,high
9848,"I am unable to access Teams on my laptop, it shows error FAIL-101. Occurs intermittently.",Account,high
9849,WiFi fails to load on my server showing NET-503. Needs immediate attention.,Account,critical
9850,Salesforce fails to load on my printer showing 0x80070005. Occurs intermittently.,Network,high
9851,There is a problem with VPN on the laptop. Error: ERR42. Please resolve soon.,Hardware,medium
9852,CRM Portal keeps crashing on my laptop. Code ERR-9999. Kindly assist.,Account,medium
9853,My router stopped working when I tried to use Salesforce. Error displayed: 0x80070005.,Other,high
9854,My desktop stopped working when I tried to use CRM Portal. Error displayed: TIMEOUT-22. Kindly assist.,Other,critical
9855,Zoom keeps crashing on my server. Code NET-503. Issue reported by user.,Account,critical
9856,There is a problem with Active Directory on the server. Error: FAIL-101. Please resolve soon.,Hardware,high
9857,My desktop stopped working when I tried to use Teams. Error displayed: 0x80070005. Occurs intermittently.,Hardware,high
9858,My printer stopped working when I tried to use Database. Error displayed: NET-503. Needs immediate attention.,Other,critical
9859,My router stopped working when I tried to use Email. Error displayed: ERR42.,Network,high
9860,Email keeps crashing on my tablet. Code ERR42. Please resolve soon.,Account,medium
9861,I can't log into WiFi from my laptop. It returns AUTH-007.,Other,medium
9862,Database fails to load on my laptop showing 0xC004F012. Please resolve soon.,Account,high
9863,Email fails to load on my mobile showing ERR42. Kindly assist.,Account,critical
9864,There is a problem with Zoom on the mobile. Error: ERR42. Please resolve soon.,Hardware,medium
9865,VPN keeps crashing on my printer. Code ERR-9999.,Hardware,high
9866,"I am unable to access Database on my printer, it shows error NET-503.",Account,critical
9867,I can't log into Salesforce from my router. It returns TIMEOUT-22. Needs immediate attention.,Software,critical
9868,Salesforce fails to load on my desktop showing 0x80070005. Issue reported by user.,Software,high
9869,Email fails to load on my desktop showing ERR-9999.,Account,low
9870,"I am unable to access Active Directory on my printer, it shows error ERR-9999. Please resolve soon.",Hardware,high
9871,My desktop stopped working when I tried to use VPN. Error displayed: ERR-9999. Needs immediate attention.,Account,critical
9872,Active Directory keeps crashing on my desktop. Code FAIL-101. Kindly assist.,Other,high
9873,I can't log into Database from my laptop. It returns ERR-9999.,Other,critical
9874,Database fails to load on my printer showing NET-503. Please resolve soon.,Software,critical
9875,Outlook fails to load on my printer showing AUTH-007.,Account,medium
9876,"I am unable to access WiFi on my printer, it shows error ERR42. Issue reported by user.",Hardware,high
9877,My server stopped working when I tried to use CRM Portal. Error displayed: ERR42.,Other,critical
9878,"I am unable to access VPN on my laptop, it shows error 0x80070005. Needs immediate attention.",Hardware,high
9879,Email keeps crashing on my laptop. Code ERR-9999. Occurs intermittently.,Account,low
9880,WiFi fails to load on my mobile showing ERR-9999. Please resolve soon.,Other,low
9881,Outlook fails to load on my desktop showing FAIL-101.,Account,high
9882,"I am unable to access Active Directory on my router, it shows error NET-503. Issue reported by user.",Other,critical
9883,My laptop stopped working when I tried to use CRM Portal. Error displayed: 0xC004F012. Please resolve soon.,Other,high
9884,VPN fails to load on my server showing 0x80070005. Needs immediate attention.,Other,high
9885,My tablet stopped working when I tried to use Zoom. Error displayed: TIMEOUT-22. Needs immediate attention.,Account,critical
9886,VPN fails to load on my mobile showing 0xC004F012. Kindly assist.,Other,high
9887,There is a problem with WiFi on the desktop. Error: ERR42. Needs immediate attention.,Account,low
9888,"I am unable to access Database on my mobile, it shows error 0x80070005. Occurs intermittently.",Account,high
9889,"I am unable to access WiFi on my router, it shows error 0x80070005. Please resolve soon.",Software,high
9890,I can't log into Active Directory from my router. It returns NET-503.,Software,critical
9891,"I am unable to access Database on my desktop, it shows error NET-503. Kindly assist.",Network,critical
9892,Salesforce keeps crashing on my printer. Code ERR42. Occurs intermittently.,Other,high
9893,Database keeps crashing on my router. Code FAIL-101. Occurs intermittently.,Other,high
9894,Database fails to load on my printer showing NET-503. Issue reported by user.,Software,critical
9895,"I am unable to access Active Directory on my desktop, it shows error AUTH-007. Needs immediate attention.",Account,medium
9896,Zoom keeps crashing on my laptop. Code 0x80070005. Please resolve soon.,Other,high
9897,Zoom keeps crashing on my server. Code TIMEOUT-22. Occurs intermittently.,Software,critical
9898,"I am unable to access Email on my mobile, it shows error 0xC004F012. Kindly assist.",Hardware,high
9899,My desktop stopped working when I tried to use Outlook. Error displayed: ERR-9999. Occurs intermittently.,Other,medium
9900,Teams keeps crashing on my printer. Code FAIL-101.,Software,high
9901,Email fails to load on my desktop showing ERR-9999. Kindly assist.,Account,low
9902,"I am unable to access Outlook on my printer, it shows error TIMEOUT-22. Please resolve soon.",Other,critical
9903,"I am unable to access Zoom on my printer, it shows error 0xC004F012. Needs immediate attention.",Software,high
9904,I can't log into Database from my printer. It returns 0x80070005.,Account,high
9905,"I am unable to access Outlook on my router, it shows error 0x80070005. Occurs intermittently.",Account,high
9906,"I am unable to access VPN on my mobile, it shows error TIMEOUT-22. Please resolve soon.",Account,critical
9907,CRM Portal keeps crashing on my mobile. Code AUTH-007. Occurs intermittently.,Hardware,medium
9908,I can't log into WiFi from my router. It returns 0x80070005. Issue reported by user.,Software,high
9909,I can't log into Teams from my router. It returns AUTH-007.,Account,medium
9910,Teams fails to load on my server showing AUTH-007. Occurs intermittently.,Other,medium
9911,"I am unable to access Teams on my printer, it shows error FAIL-101. Issue reported by user.",Other,high
9912,"I am unable to access Email on my printer, it shows error FAIL-101. Kindly assist.",Network,high
9913,WiFi keeps crashing on my laptop. Code 0x80070005. Issue reported by user.,Hardware,high
9914,Active Directory keeps crashing on my laptop. Code TIMEOUT-22.,Account,critical
9915,My laptop stopped working when I tried to use Email. Error displayed: 0x80070005. Occurs intermittently.,Hardware,high
9916,I can't log into Database from my tablet. It returns TIMEOUT-22. Needs immediate attention.,Software,critical
9917,There is a problem with VPN on the printer. Error: FAIL-101. Occurs intermittently.,Account,high
9918,Active Directory keeps crashing on my router. Code FAIL-101. Needs immediate attention.,Other,high
9919,There is a problem with Email on the printer. Error: AUTH-007.,Network,medium
9920,There is a problem with Active Directory on the server. Error: FAIL-101.,Hardware,high
9921,I can't log into Database from my laptop. It returns AUTH-007. Issue reported by user.,Network,medium
9922,There is a problem with Database on the desktop. Error: 0xC004F012. Occurs intermittently.,Account,high
9923,There is a problem with Outlook on the printer. Error: ERR42. Please resolve soon.,Software,low
9924,WiFi fails to load on my desktop showing 0x80070005. Issue reported by user.,Other,high
9925,I can't log into WiFi from my desktop. It returns AUTH-007.,Other,medium
9926,Teams fails to load on my tablet showing FAIL-101. Please resolve soon.,Software,high
9927,I can't log into WiFi from my tablet. It returns ERR-9999. Occurs intermittently.,Hardware,critical
9928,Active Directory keeps crashing on my desktop. Code 0xC004F012. Issue reported by user.,Software,high
9929,CRM Portal keeps crashing on my server. Code 0xC004F012. Needs immediate attention.,Other,high
9930,"I am unable to access WiFi on my printer, it shows error 0x80070005. Occurs intermittently.",Account,high
9931,Zoom fails to load on my tablet showing TIMEOUT-22. Issue reported by user.,Other,critical
9932,My server stopped working when I tried to use Teams. Error displayed: TIMEOUT-22. Needs immediate attention.,Account,critical
9933,My printer stopped working when I tried to use Outlook. Error displayed: NET-503. Kindly assist.,Software,critical
9934,I can't log into WiFi from my router. It returns NET-503. Occurs intermittently.,Other,critical
9935,"I am unable to access WiFi on my printer, it shows error FAIL-101. Needs immediate attention.",Network,high
9936,I can't log into Salesforce from my tablet. It returns 0x80070005. Occurs intermittently.,Network,high
9937,Database keeps crashing on my router. Code FAIL-101. Needs immediate attention.,Other,high
9938,"I am unable to access Email on my laptop, it shows error AUTH-007. Needs immediate attention.",Software,medium
9939,"I am unable to access Email on my laptop, it shows error TIMEOUT-22. Occurs intermittently.",Account,critical
9940,"I am unable to access Teams on my server, it shows error TIMEOUT-22. Occurs intermittently.",Hardware,critical
9941,My router stopped working when I tried to use Active Directory. Error displayed: 0xC004F012.,Other,high
9942,My server stopped working when I tried to use Outlook. Error displayed: 0x80070005.,Other,high
9943,Salesforce fails to load on my printer showing 0xC004F012.,Hardware,high
9944,CRM Portal keeps crashing on my printer. Code FAIL-101. Issue reported by user.,Other,high
9945,VPN fails to load on my laptop showing ERR-9999. Occurs intermittently.,Other,high
9946,My printer stopped working when I tried to use Database. Error displayed: TIMEOUT-22.,Software,critical
9947,"I am unable to access VPN on my mobile, it shows error ERR-9999. Please resolve soon.",Other,medium
9948,I can't log into Teams from my router. It returns 0xC004F012. Please resolve soon.,Network,high
9949,"I am unable to access Zoom on my server, it shows error 0xC004F012. Needs immediate attention.",Other,high
9950,There is a problem with Database on the server. Error: ERR-9999. Kindly assist.,Other,high
9951,I can't log into Database from my router. It returns 0xC004F012.,Software,high
9952,I can't log into Active Directory from my server. It returns ERR42. Please resolve soon.,Other,medium
9953,I can't log into Salesforce from my printer. It returns FAIL-101. Needs immediate attention.,Account,high
9954,"I am unable to access Active Directory on my tablet, it shows error 0x80070005. Kindly assist.",Account,high
9955,Email fails to load on my router showing AUTH-007. Needs immediate attention.,Account,medium
9956,I can't log into Zoom from my mobile. It returns TIMEOUT-22. Needs immediate attention.,Software,critical
9957,WiFi keeps crashing on my desktop. Code TIMEOUT-22. Kindly assist.,Account,critical
9958,"I am unable to access Zoom on my printer, it shows error ERR-9999. Occurs intermittently.",Network,high
9959,VPN keeps crashing on my mobile. Code NET-503.,Network,critical
9960,There is a problem with Outlook on the desktop. Error: 0x80070005. Kindly assist.,Account,high
9961,Zoom keeps crashing on my mobile. Code 0x80070005. Occurs intermittently.,Other,high
9962,There is a problem with Zoom on the mobile. Error: TIMEOUT-22.,Account,critical
9963,There is a problem with Teams on the printer. Error: TIMEOUT-22.,Network,critical
9964,There is a problem with Salesforce on the router. Error: 0x80070005. Needs immediate attention.,Software,high
9965,My laptop stopped working when I tried to use Active Directory. Error displayed: 0x80070005. Needs immediate attention.,Hardware,high
9966,Active Directory keeps crashing on my tablet. Code AUTH-007.,Other,medium
9967,"I am unable to access WiFi on my router, it shows error AUTH-007. Occurs intermittently.",Hardware,medium
9968,"I am unable to access Outlook on my router, it shows error TIMEOUT-22. Kindly assist.",Other,critical
9969,I can't log into CRM Portal from my printer. It returns TIMEOUT-22. Please resolve soon.,Hardware,critical
9970,Active Directory keeps crashing on my desktop. Code 0xC004F012.,Software,high
9971,"I am unable to access Active Directory on my printer, it shows error FAIL-101.",Account,high
9972,I can't log into CRM Portal from my printer. It returns TIMEOUT-22. Needs immediate attention.,Network,critical
9973,My router stopped working when I tried to use Database. Error displayed: TIMEOUT-22. Kindly assist.,Account,critical
9974,CRM Portal keeps crashing on my desktop. Code AUTH-007. Kindly assist.,Software,medium
9975,"I am unable to access CRM Portal on my server, it shows error AUTH-007.",Account,medium
9976,There is a problem with VPN on the desktop. Error: AUTH-007. Issue reported by user.,Software,medium
9977,There is a problem with Teams on the router. Error: ERR-9999.,Account,low
9978,There is a problem with CRM Portal on the desktop. Error: 0xC004F012. Needs immediate attention.,Other,high
9979,My tablet stopped working when I tried to use VPN. Error displayed: ERR-9999.,Software,medium
9980,"I am unable to access VPN on my server, it shows error 0x80070005. Needs immediate attention.",Software,high
9981,Salesforce fails to load on my printer showing NET-503. Please resolve soon.,Hardware,critical
9982,WiFi fails to load on my server showing NET-503. Kindly assist.,Account,critical
9983,My router stopped working when I tried to use Teams. Error displayed: ERR42. Kindly assist.,Network,medium
9984,Database keeps crashing on my mobile. Code TIMEOUT-22. Needs immediate attention.,Hardware,critical
9985,"I am unable to access Database on my mobile, it shows error 0x80070005. Please resolve soon.",Account,high
9986,"I am unable to access Teams on my tablet, it shows error 0xC004F012.",Network,high
9987,VPN fails to load on my tablet showing TIMEOUT-22.,Account,critical
9988,I can't log into Salesforce from my desktop. It returns 0x80070005. Needs immediate attention.,Other,high
9989,"I am unable to access Salesforce on my server, it shows error ERR-9999. Issue reported by user.",Network,low
9990,There is a problem with Database on the tablet. Error: TIMEOUT-22. Occurs intermittently.,Network,critical
9991,"I am unable to access Email on my mobile, it shows error FAIL-101. Please resolve soon.",Account,high
9992,Database fails to load on my server showing 0xC004F012. Needs immediate attention.,Network,high
9993,I can't log into CRM Portal from my printer. It returns TIMEOUT-22. Kindly assist.,Network,critical
9994,Zoom keeps crashing on my router. Code ERR-9999. Occurs intermittently.,Network,medium
9995,There is a problem with Outlook on the desktop. Error: 0x80070005. Kindly assist.,Account,high
9996,Email fails to load on my laptop showing ERR42. Please resolve soon.,Network,medium
9997,"I am unable to access Email on my laptop, it shows error TIMEOUT-22. Please resolve soon.",Account,critical
9998,I can't log into Zoom from my router. It returns 0x80070005.,Other,high
9999,CRM Portal keeps crashing on my laptop. Code ERR-9999.,Hardware,high
10000,My laptop stopped working when I tried to use VPN. Error displayed: TIMEOUT-22. Needs immediate attention.,Other,critical
100001,I forgot my Windows password on the laptop and cannot sign in.,Account,high
100002,Password expired while trying to log into Outlook on my desktop.,Account,medium
100003,Active Directory password not accepted on my tablet this morning.,Account,high
100004,Unable to reset login password due to policy error on the server.,Account,critical
100005,Password change popup keeps failing on my laptop.,Account,medium
100006,I reset my password but still can’t log into Teams on my phone.,Account,medium
100007,Password expired and the reset link shows invalid token.,Account,high
100008,SSO login blocked after password reset on my desktop.,Account,critical
100009,I cannot unlock my account after too many attempts on the laptop.,Account,high
100010,Password reset not syncing between VPN and AD on desktop.,Account,medium
100011,Temporary password expired before login on laptop.,Account,high
100012,Password reset email not arriving to my corporate mailbox.,Account,medium
100013,Unable to access Gmail because password update failed.,Account,high
100014,Self-service password portal showing authentication failed.,Account,high
100015,Password rejected due to complexity rules on my desktop.,Account,low
100016,I forgot my Salesforce password and the reset link is not working.,Account,high
100017,Password reset done but email still shows access denied.,Account,medium
100018,MFA prompt failing after password change on laptop.,Account,critical
100019,Password change required but system keeps looping login screen.,Account,high
100020,Password is correct but AD shows invalid credentials.,Account,critical
100021,Account locked after entering wrong password on my phone.,Account,high
100022,Password update did not sync to Skype for Business.,Account,medium
100023,Password reset completed but Cisco VPN refuses login.,Account,high
100024,Domain password mismatch after Windows update on laptop.,Account,medium
100025,Account blocked due to password reuse error on desktop.,Account,high
100026,Password reset form keeps showing timeout while submitting.,Account,medium
100027,I forgot my laptop login password and cannot unlock the session.,Account,high
100028,Password update applied but OneDrive keeps asking old credentials.,Account,medium
100029,Password reset completed but SAP login still failing.,Account,high
100030,Password expired suddenly during meeting login.,Account,critical
100031,Password recovery questions not accepted on mobile.,Account,low
100032,Password policy error while creating new password on laptop.,Account,medium
100033,Password rejection error due to previous password similarity.,Account,low
100034,Password expired and IT portal not loading reset page.,Account,high
100035,Password reset failed because OTP was not delivered.,Account,high
100036,I cannot sign in because account remains locked after reset.,Account,critical
100037,Password expired after VPN login and now no access to AD.,Account,high
100038,Unable to validate new password against corporate policy.,Account,medium
100039,Password changed but Jira still says invalid login.,Account,medium
100040,Password reset successful but laptop still shows authentication error.,Account,high
100041,VPN disconnects automatically every few minutes on my laptop.,Network,medium
100042,Unable to establish VPN connection from home network this morning.,Network,high
100043,VPN authentication keeps failing on my desktop today.,Network,high
100044,Cisco VPN shows timeout error while connecting to server.,Network,medium
100045,VPN client not launching after Windows update on laptop.,Network,medium
100046,VPN connects but internal applications are still inaccessible.,Network,high
100047,SSL VPN certificate expired and blocking my login attempt.,Network,critical
100048,VPN reconnect loop happening whenever laptop goes to sleep mode.,Network,medium
100049,VPN speed extremely slow while accessing Teams meeting.,Network,medium
100050,VPN disconnects whenever switching Wi-Fi network on tablet.,Network,high
100051,VPN login requires MFA but prompt never appears on mobile.,Network,high
100052,Unable to download VPN client due to missing permissions.,Network,medium
100053,VPN tunnel established but internal IP not reachable on desktop.,Network,medium
100054,VPN keeps asking password repeatedly but authentication fails.,Network,high
100055,VPN traffic not routing to internal resources on laptop.,Network,high
100056,VPN connection drops instantly after authentication success.,Network,critical
100057,VPN blocked by firewall policy on home router.,Network,medium
100058,VPN shows service unavailable error during business hours.,Network,medium
100059,Unable to connect VPN using mobile hotspot network.,Network,medium
100060,VPN certificate validation error on corporate laptop.,Network,high
100061,VPN fails to start because service is not responding.,Network,critical
100062,VPN client installation failed due to corrupted package.,Network,medium
100063,VPN blocked after security update applied on my desktop.,Network,high
100064,VPN rejects credentials even after password reset.,Network,medium
100065,VPN connection unstable during Teams audio calls.,Network,medium
100066,VPN requires token but token generation fails every time.,Network,high
100067,VPN disconnected due to network idle timeout on laptop.,Network,medium
100068,VPN not working only on office Wi-Fi connection.,Network,medium
100069,VPN shows negotiation failure with server endpoint.,Network,high
100070,VPN not recognizing corporate domain credentials.,Network,high
100071,VPN failed to reconnect after temporary network outage.,Network,medium
100072,VPN tunnel established but DNS not resolving internal websites.,Network,medium
100073,VPN asks for administrator password repeatedly on Mac.,Network,high
100074,VPN service disabled due to missing driver dependency.,Network,medium
100075,VPN blocked by antivirus scanning on my system.,Network,medium
100076,VPN disconnects whenever opening Salesforce portal.,Network,high
100077,VPN logs show handshake failure with gateway.,Network,critical
100078,VPN connection not allowed from foreign IP address.,Network,medium
100079,VPN unavailable due to maintenance window notification.,Network,medium
100080,VPN authentication successful but session terminated immediately.,Network,medium
100081,Printer shows paper jam error and refuses to print any documents.,Hardware,medium
100082,My printer keeps going offline and won’t reconnect automatically.,Hardware,medium
100083,Unable to print PDF due to constant paper jam messages.,Hardware,medium
100084,Printer tray not detected and print jobs are stuck in queue.,Hardware,medium
100085,Printer showing “offline” even though connected to the network.,Hardware,high
100086,Scanner function on printer not responding after reboot.,Hardware,medium
100087,Printer constantly says low paper when tray is full.,Hardware,medium
100088,Printer prints only blank pages despite full toner.,Hardware,medium
100089,Unable to print double-sided due to hardware limitation error.,Hardware,medium
100090,Printer taking too long to process print request on network.,Hardware,low
100091,Print queue stuck and cannot delete pending jobs.,Hardware,medium
100092,Unable to install printer driver on corporate laptop.,Hardware,high
100093,Printer leaving streaks and ink marks on printed pages.,Hardware,medium
100094,Printer suddenly stopped working during large print job.,Hardware,medium
100095,Printer not detected by Windows after restart.,Hardware,medium
100096,Cannot print color pages due to hardware error.,Hardware,high
100097,Paper feed sensor keeps triggering without any paper jam.,Hardware,medium
100098,Printer shows waste toner full error and stops printing.,Hardware,critical
100099,Unable to access printer settings from desktop.,Hardware,medium
100100,Network printer unreachable from my laptop.,Hardware,high
100101,Printer showing service code error and needs assistance.,Hardware,high
100102,Printer keeps pausing printing without user input.,Hardware,medium
100103,Double-sided printing option missing from device settings.,Hardware,low
100104,Printer refusing to print PDF files only.,Hardware,medium
100105,Print head alignment failed multiple times today.,Hardware,medium
100106,Printer connected but prints come out very faint.,Hardware,low
100107,Unable to resume printing after clearing paper jam.,Hardware,medium
100108,Printer shows toner not recognized on replacement cartridge.,Hardware,high
100109,Printer status stuck in “processing” for too long.,Hardware,medium
100110,Printer firmware update failed and device restarted.,Hardware,medium
100111,Unable to cancel current print job stuck in queue.,Hardware,medium
100112,Printer refusing to scan to email due to hardware error.,Hardware,high
100113,Printer asking to replace cartridge even though new one installed.,Hardware,medium
100114,Paper misfeed detected while printing regular documents.,Hardware,medium
100115,Printer constantly restarting during printing tasks.,Hardware,medium
100116,Printer showing tray empty though paper loaded correctly.,Hardware,medium
100117,Unable to connect wireless printer from laptop.,Hardware,medium
100118,Printer not responding after long idle time.,Hardware,medium
100119,Print spooler keeps crashing on Windows.,Hardware,medium
100120,Printer reports mechanical failure and needs maintenance.,Hardware,high
100121,System shows low disk space warning on my laptop.,Hardware,medium
100122,C drive full and unable to install updates.,Hardware,medium
100123,Laptop extremely slow when opening large Excel files.,Hardware,high
100124,Hard disk usage stays at 100% for long periods.,Hardware,medium
100125,Temporary files consuming a lot of storage space.,Hardware,medium
100126,Windows update stuck due to insufficient disk space.,Hardware,high
100127,Laptop becomes slow after overnight usage.,Hardware,medium
100128,Browser using too much memory and slowing system.,Hardware,medium
100129,Laptop freezing frequently during video calls.,Hardware,high
100130,Disk cleanup tool not removing temporary files.,Hardware,medium
100131,Memory usage high even when system idle.,Hardware,medium
100132,Laptop taking too long to boot after restart.,Hardware,medium
100133,Low virtual memory warning displayed on desktop.,Hardware,medium
100134,Application crashes due to insufficient memory.,Hardware,high
100135,Hard disk health warning displayed in system logs.,Hardware,medium
100136,Laptop overheating and slowing down during work.,Hardware,medium
100137,CPU usage spikes randomly causing slow performance.,Hardware,medium
100138,Unable to save files due to low disk space.,Hardware,high
100139,Windows shows insufficient storage for installation.,Hardware,medium
100140,Laptop becomes unresponsive after waking from sleep.,Hardware,medium
100141,System running slow after recent update.,Hardware,medium
100142,Outlook consuming too much disk space with cache.,Hardware,high
100143,Slow performance while running multiple applications.,Hardware,medium
100144,High memory usage shown in task manager.,Hardware,medium
100145,Laptop slow to respond when using Teams.,Hardware,medium
100146,Device storage full causing system slowdown.,Hardware,high
100147,Cache not clearing even after cleanup.,Hardware,medium
100148,Laptop fan running constantly due to high usage.,Hardware,medium
100149,System slowing down when loading images.,Hardware,medium
100150,Insufficient space to install critical software.,Hardware,critical
100151,Laptop slow when switching between apps.,Hardware,medium
100152,Windows indexing taking too long to complete.,Hardware,medium
100153,Browser keeps freezing while loading tabs.,Hardware,medium
100154,Laptop performance dropped after software update.,Hardware,medium
100155,Disk utilization constantly high in resource monitor.,Hardware,medium
100156,Update failed due to lack of free disk space.,Hardware,medium
100157,Laptop slow when copying large files.,Hardware,high
100158,Lag experienced when running virtual machine.,Hardware,medium
100159,System freezes while opening Outlook.,Hardware,medium
100160,Slow system performance while processing documents.,Hardware,medium
100161,Network request timed out while accessing internal server.,Network,medium
100162,Website takes too long to load on corporate network.,Network,medium
100163,VPN session dropped due to network timeout error.,Network,high
100164,Unable to reach email server due to connection timeout.,Network,medium
100165,Network disconnects frequently during Teams calls.,Network,high
100166,Ping request timed out when testing network connectivity.,Network,medium
100167,Remote desktop disconnected due to network delay.,Network,medium
100168,Network latency high while accessing internal apps.,Network,medium
100169,Unable to download files due to request timeout.,Network,medium
100170,Network interruption during video conference.,Network,high
100171,Network unreachable while trying to access CRM.,Network,medium
100172,Wi-Fi keeps dropping connection intermittently.,Network,medium
100173,Slow network response causing delays in uploading files.,Network,medium
100174,DNS lookup failed due to network timeout condition.,Network,medium
100175,Application freezes due to network delay issues.,Network,medium
100176,Unable to load portals due to gateway timeout error.,Network,high
100177,Internet connection unstable during office hours.,Network,medium
100178,Connection reset while accessing Jira dashboard.,Network,medium
100179,Network timeout while syncing OneDrive files.,Network,medium
100180,Network response extremely slow during peak hours.,Network,medium
100181,Network congestion affecting application performance.,Network,medium
100182,Unable to open internal websites due to timeout.,Network,medium
100183,Network request exceeded allowed time limit.,Network,medium
100184,Network delay causing email delivery failures.,Network,medium
100185,Unable to connect to intranet after timeout.,Network,medium
100186,Web application takes too long to respond.,Network,medium
100187,Network timeout error when loading corporate portal.,Network,medium
100188,Packet loss detected causing connection issues.,Network,medium
100189,Connection timeout while joining Zoom meeting.,Network,medium
100190,Network lag experienced while using VPN.,Network,high
100191,Gateway connection timeout during authentication.,Network,medium
100192,Network timeout caused by firewall restrictions.,Network,medium
100193,Loading webpages takes unusually long today.,Network,medium
100194,Network unstable when switching Wi-Fi networks.,Network,medium
100195,Server request failed due to timeout condition.,Network,medium
100196,Network service interruption during call.,Network,medium
100197,Network timeout while sending email attachments.,Network,medium
100198,Unable to access SharePoint due to timeout.,Network,medium
100199,Network response slow during large file transfer.,Network,medium
100200,Internet connection dropped due to network timeout.,Network,high
100201,Firewall is blocking access to internal portal on my laptop.,Account,medium
100202,Unable to reach external website due to firewall restriction.,Account,medium
100203,Firewall blocked file download from secure server.,Account,high
100204,Firewall prevents remote desktop connection on my system.,Account,medium
100205,Unable to upload document because firewall rejected the request.,Account,medium
100206,Firewall blocked access to Git repository on desktop.,Account,high
100207,Firewall inspection failed during SSL handshake.,Account,critical
100208,Firewall policy blocks FTP connection from my laptop.,Account,medium
100209,Firewall denies access to cloud storage services.,Account,medium
100210,Firewall detected suspicious activity and restricted connection.,Account,medium
100211,Firewall prevents Teams screen sharing during meeting.,Account,high
100212,Firewall rule missing for required application.,Account,medium
100213,Firewall configuration changed and access denied.,Account,medium
